15:30:00,339	0.000748	22730.33
15:30:00,339	0.000440	22730.43
15:30:00,339	0.000000	22730.43
15:30:00,339	0.000572	22730.56
15:30:00,339	0.000264	22730.62
15:30:00,339	0.000132	22730.65
15:30:00,339	0.000000	22730.65
15:30:00,339	0.000484	22730.76
15:30:00,339	0.000000	22730.76
15:30:00,339	0.000748	22730.93
15:30:00,339	0.000088	22730.95
15:30:00,339	0.000088	22730.97
15:30:00,339	0.000088	22730.99
15:30:00,339	0.000176	22731.03
15:30:00,339	0.000088	22731.05
15:30:00,339	0.000352	22731.13
15:30:00,339	0.000440	22731.23
15:30:00,339	0.000088	22731.25
15:30:00,339	0.000176	22731.29
15:30:00,339	0.000264	22731.35
15:30:00,339	0.000308	22731.42
15:30:00,339	0.000000	22731.42
15:30:00,339	0.001232	22731.7
15:30:00,339	0.000044	22731.71
15:30:00,339	0.000308	22731.78
15:30:00,339	0.000308	22731.85
15:30:00,339	0.000704	22732.01
15:30:00,339	0.000264	22732.07
15:30:00,339	0.001672	22732.45
15:30:00,339	0.000352	22732.53
15:30:00,339	0.000528	22732.65
15:30:00,339	0.000000	22732.65
15:30:00,339	0.000044	22732.66
15:30:00,339	0.001012	22732.89
15:30:00,339	0.000484	22733
15:30:00,339	0.000000	22733
15:30:00,339	0.000836	22733.19
15:30:00,339	0.000264	22733.25
15:30:00,339	0.000000	22733.25
15:30:00,339	0.000000	22733.25
15:30:00,339	0.000000	22733.25
15:30:00,339	0.000000	22733.25
15:30:00,339	0.000000	22733.25
15:30:00,339	0.000000	22733.25
15:30:00,339	0.000000	22733.25
